booker,result1,result2,result3,dev_rst1,dev_rst2,dev_rst3,url,score,game_time,log,name_team1,name_team2,In-Play,arb
William Hill,1.44,2.62,N/D,0,2,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/kokkinakis-thanasi-koepfer-dominik-MNdcyuyp/,N/D,2019-08-15 22:50:00,2019-08-15 16:47:44,Kokkinakis T. , Koepfer D.,NO,1.0761238337574215
best deal,1.45,2.89,N/D,0,-1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/kokkinakis-thanasi-koepfer-dominik-MNdcyuyp/,N/D,2019-08-15 22:50:00,2019-08-15 16:47:44,Kokkinakis T. , Koepfer D.,NO,1.0356759336594679
18bet,3.34,1.29,N/D,0,1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.0745949960544028
1xBet,3.26,1.33,N/D,0,-1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.058628165505789
Asianodds,3.4,1.31,N/D,0,0,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.0574764256847777
bet-at-home,3.21,1.29,N/D,0,1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.086720278200391
bet365,3.4,1.3,N/D,0,1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.0633484162895928
Bethard,3.45,1.31,N/D,0,0,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.0532138510897222
bwin,3.1,1.3,N/D,0,1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.0918114143920594
Coolbet,3.32,1.3,N/D,0,1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.0704355885078776
Marathonbet,3.26,1.32,N/D,0,0,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.0643242238334263
Pinnacle,3.4,1.31,N/D,0,0,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.0574764256847777
Unibet,3.2,1.33,N/D,0,-1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.0643796992481203
William Hill,3.25,1.33,N/D,0,-1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.059572006940428
best deal,3.45,1.33,N/D,0,-1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.0417347717118883
