booker,game_teams,game_time,log,score,team1,team2,tie,url
Unibet,"AC Lala FC - Estudiantes Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,2:2,2.43,2.48,3.15,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/
best deal,"AC Lala FC - Estudiantes Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,2:2,2.59,2.72,3.4,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/
18bet,IN-PLAY ODDS: Lara - Mineros Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,1:0,1.37,9.5,3.7,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/inplay-odds/
1xBet,IN-PLAY ODDS: Lara - Mineros Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,1:0,1.37,9.6,4.28,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/inplay-odds/
Asianodds,IN-PLAY ODDS: Lara - Mineros Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,1:0,1.40,12.0,3.85,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/inplay-odds/
bet-at-home,IN-PLAY ODDS: Lara - Mineros Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,1:0,1.35,11.5,3.75,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/inplay-odds/
Bethard,IN-PLAY ODDS: Lara - Mineros Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,1:0,1.32,10.25,3.7,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/inplay-odds/
bwin,IN-PLAY ODDS: Lara - Mineros Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,1:0,1.33,11.0,3.75,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/inplay-odds/
Coolbet,IN-PLAY ODDS: Lara - Mineros Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,1:0,1.29,12.0,4.0,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/inplay-odds/
Marathonbet,IN-PLAY ODDS: Lara - Mineros Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,1:0,1.40,9.0,3.82,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/inplay-odds/
Pinnacle,IN-PLAY ODDS: Lara - Mineros Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,1:0,1.41,8.86,3.96,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/inplay-odds/
Unibet,IN-PLAY ODDS: Lara - Mineros Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,1:0,1.32,10.5,4.1,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/inplay-odds/
best deal,IN-PLAY ODDS: Lara - Mineros Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,1:0,1.41,9.6,4.28,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/inplay-odds/
18bet,"Lara - Mineros Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,1:0,2.30,3.1,3.05,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/
1xBet,"Lara - Mineros Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,1:0,2.23,3.2,3.36,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/
Asianodds,"Lara - Mineros Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,1:0,2.32,3.44,3.0,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/
bet-at-home,"Lara - Mineros Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,1:0,2.19,2.97,2.98,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/
Bethard,"Lara - Mineros Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,1:0,2.25,3.1,2.9,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/
bwin,"Lara - Mineros Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,1:0,2.25,2.8,3.2,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/
Coolbet,"Lara - Mineros Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,1:0,2.30,3.1,3.1,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/
Marathonbet,"Lara - Mineros Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,1:0,2.24,3.2,3.34,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/
Pinnacle,"Lara - Mineros Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,1:0,2.32,3.44,2.94,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/
Unibet,"Lara - Mineros Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,1:0,2.20,3.1,2.75,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/
best deal,"Lara - Mineros Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,1:0,2.32,3.44,3.36,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/
18bet,IN-PLAY ODDS: Metropolitanos - Trujillanos Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,3:0,1.01,14.5,32.0,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/inplay-odds/
1xBet,IN-PLAY ODDS: Metropolitanos - Trujillanos Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,3:0,1.01,25.0,25.0,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/inplay-odds/
Asianodds,IN-PLAY ODDS: Metropolitanos - Trujillanos Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,3:0,1.03,50.0,12.0,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/inplay-odds/
bet-at-home,IN-PLAY ODDS: Metropolitanos - Trujillanos Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,3:0,1.03,50.0,17.0,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/inplay-odds/
Bethard,IN-PLAY ODDS: Metropolitanos - Trujillanos Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,3:0,1.01,20.5,20.5,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/inplay-odds/
bwin,IN-PLAY ODDS: Metropolitanos - Trujillanos Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,3:0,1.01,41.0,10.5,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/inplay-odds/
Coolbet,IN-PLAY ODDS: Metropolitanos - Trujillanos Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,3:0,N/D,750.0,100.0,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/inplay-odds/
Marathonbet,IN-PLAY ODDS: Metropolitanos - Trujillanos Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,3:0,1.01,35.0,14.75,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/inplay-odds/
Pinnacle,IN-PLAY ODDS: Metropolitanos - Trujillanos Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,3:0,1.02,68.32,18.88,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/inplay-odds/
Unibet,IN-PLAY ODDS: Metropolitanos - Trujillanos Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,3:0,N/D,376.0,67.0,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/inplay-odds/
best deal,IN-PLAY ODDS: Metropolitanos - Trujillanos Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,3:0,1.03,750.0,67.0,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/inplay-odds/
18bet,"Metropolitanos - Trujillanos Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,3:0,1.67,4.4,3.7,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/
1xBet,"Metropolitanos - Trujillanos Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,3:0,1.70,4.82,3.84,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/
Asianodds,"Metropolitanos - Trujillanos Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,3:0,1.71,5.08,3.72,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/
bet-at-home,"Metropolitanos - Trujillanos Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,3:0,1.63,4.5,3.41,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/
Bethard,"Metropolitanos - Trujillanos Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,3:0,1.63,4.55,3.6,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/
bwin,"Metropolitanos - Trujillanos Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,3:0,1.75,4.1,3.4,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/
Coolbet,"Metropolitanos - Trujillanos Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,3:0,1.70,4.75,3.6,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/
Marathonbet,"Metropolitanos - Trujillanos Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,3:0,1.66,5.1,3.85,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/
Pinnacle,"Metropolitanos - Trujillanos Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,3:0,1.66,5.08,3.72,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/
Unibet,"Metropolitanos - Trujillanos Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,3:0,1.60,4.4,3.5,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/
best deal,"Metropolitanos - Trujillanos Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,3:0,1.75,5.1,3.85,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/
18bet,IN-PLAY ODDS: Portuguesa - Carabobo Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,0:1,16.00,1.18,5.0,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/inplay-odds/
1xBet,IN-PLAY ODDS: Portuguesa - Carabobo Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,0:1,14.00,1.2,6.0,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/inplay-odds/
Asianodds,IN-PLAY ODDS: Portuguesa - Carabobo Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,0:1,20.00,1.18,4.85,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/inplay-odds/
bet-at-home,IN-PLAY ODDS: Portuguesa - Carabobo Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,0:1,22.00,1.18,5.0,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/inplay-odds/
Bethard,IN-PLAY ODDS: Portuguesa - Carabobo Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,0:1,18.75,1.14,5.5,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/inplay-odds/
bwin,IN-PLAY ODDS: Portuguesa - Carabobo Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,0:1,19.50,1.14,5.5,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/inplay-odds/
Coolbet,IN-PLAY ODDS: Portuguesa - Carabobo Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,0:1,20.00,1.18,5.0,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/inplay-odds/
Marathonbet,IN-PLAY ODDS: Portuguesa - Carabobo Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,0:1,16.25,1.19,5.35,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/inplay-odds/
Unibet,IN-PLAY ODDS: Portuguesa - Carabobo Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,0:1,18.00,1.18,5.5,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/inplay-odds/
best deal,IN-PLAY ODDS: Portuguesa - Carabobo Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,0:1,22.00,1.2,6.0,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/inplay-odds/
18bet,"Portuguesa - Carabobo Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,0:1,2.25,3.1,3.05,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/
1xBet,"Portuguesa - Carabobo Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,0:1,2.26,3.52,3.02,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/
Asianodds,"Portuguesa - Carabobo Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,0:1,2.41,3.25,3.02,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/
bet-at-home,"Portuguesa - Carabobo Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,0:1,2.23,3.02,2.85,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/
Bethard,"Portuguesa - Carabobo Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,0:1,2.25,3.0,2.95,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/
bwin,"Portuguesa - Carabobo Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,0:1,2.25,2.9,3.1,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/
Coolbet,"Portuguesa - Carabobo Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,0:1,2.35,3.1,3.0,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/
Marathonbet,"Portuguesa - Carabobo Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,0:1,2.20,3.44,3.2,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/
Pinnacle,"Portuguesa - Carabobo Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,0:1,2.41,3.18,3.02,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/
Unibet,"Portuguesa - Carabobo Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,0:1,2.23,3.3,2.6,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/
best deal,"Portuguesa - Carabobo Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:19 PM,0:1,2.41,3.52,3.2,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/
18bet,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:19 PM,0:0,2.65,2.6,2.9,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
1xBet,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:19 PM,0:0,2.65,2.65,3.16,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
Asianodds,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:19 PM,0:0,2.72,2.61,2.94,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
bet-at-home,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:19 PM,0:0,2.68,2.52,3.0,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
Bethard,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:19 PM,0:0,2.55,2.4,3.15,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
bwin,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:19 PM,0:0,2.60,2.45,3.2,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
Coolbet,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:19 PM,0:0,2.75,2.63,2.8,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
Marathonbet,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:19 PM,0:0,2.73,2.58,3.0,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
Unibet,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:19 PM,0:0,2.60,2.6,3.25,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
best deal,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:19 PM,0:0,2.75,2.65,3.25,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
18bet,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:19 PM,0:0,2.60,2.65,3.05,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
1xBet,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:19 PM,0:0,2.78,2.7,3.08,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
Asianodds,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:19 PM,0:0,2.85,2.73,3.05,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
bet-at-home,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:19 PM,0:0,2.55,2.35,3.2,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
Bethard,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:19 PM,0:0,2.65,2.6,2.9,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
bwin,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:19 PM,0:0,2.65,2.65,2.85,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
Coolbet,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:19 PM,0:0,2.70,2.65,3.0,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
Marathonbet,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:19 PM,0:0,2.75,2.67,3.13,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
Pinnacle,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:19 PM,0:0,2.85,2.73,2.91,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
Unibet,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:19 PM,0:0,2.60,2.4,3.0,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
best deal,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:19 PM,0:0,2.85,2.73,3.2,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
